Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
1/6/18,56,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,7,29,13,18,56,37
1/7/18,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,31,6,17,53,22
1/8/18,59,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,6,24,3,13,59,30
1/9/18,52,PM2.5,Fire Arms Training,21-111-1041,AQS,6,23,1,12,52,28
1/10/18,42,PM2.5,Watson Lane,21-111-0051,AQS,6,28,3,16,42,30
1/11/18,28,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,28,1,9,26,28
1/12/18,33,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,33,0,6,17,17
1/13/18,45,PM2.5,CANNONS LANE,21-111-0067,AQS,6,33,3,7,45,34
1/14/18,78,PM2.5,CANNONS LANE,21-111-0067,AQS,11,31,1,18,78,37
1/15/18,39,PM2.5,CANNONS LANE,21-111-0067,AQS,3,28,7,11,39,24
1/16/18,54,PM2.5,CANNONS LANE,21-111-0067,AQS,2,26,17,17,54,15
1/17/18,66,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,5,25,7,19,66,30
1/18/18,65,PM2.5,CANNONS LANE,21-111-0067,AQS,5,30,9,23,65,34
1/19/18,52,PM2.5,CANNONS LANE,21-111-0067,AQS,6,33,6,19,52,39
1/20/18,35,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,35,4,16,33,34
1/21/18,33,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,30,1,12,33,30
1/22/18,32,PM2.5,CANNONS LANE,21-111-0067,AQS,5,32,6,14,32,27
1/23/18,29,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,29,6,9,20,14
1/24/18,36,PM2.5,CANNONS LANE,21-111-0067,AQS,2,26,3,12,36,22
1/25/18,52,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,28,7,21,52,32
1/26/18,48,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,38,6,19,48,37
1/27/18,52,PM2.5,Fire Arms Training,21-111-1041,AQS,5,30,10,17,52,28
1/28/18,48,PM2.5,CANNONS LANE,21-111-0067,AQS,7,33,3,14,48,34
1/29/18,46,PM2.5,CANNONS LANE,21-111-0067,AQS,11,29,1,13,46,29
1/30/18,38,NO2,Durrett Lane (Near Road),21-111-0075,AQS,5,29,6,12,33,38
1/31/18,32,PM2.5,CANNONS LANE,21-111-0067,AQS,5,32,4,25,32,28
2/1/18,39,PM2.5,CANNONS LANE,21-111-0067,AQS,5,31,1,15,39,32
2/2/18,29,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,29,1,12,23,26
2/3/18,30,Ozone,SHEPHERDSVILLE,21-029-0006,AirNow,5,30,3,15,27,28
2/4/18,38,PM2.5,CANNONS LANE,21-111-0067,AQS,5,29,1,10,38,19
2/5/18,33,PM2.5,CANNONS LANE,21-111-0067,AQS,5,29,3,10,33,27
2/6/18,53,PM2.5,Fire Arms Training,21-111-1041,AQS,5,25,1,16,53,26
2/7/18,64,PM2.5,CANNONS LANE,21-111-0067,AQS,3,28,1,16,64,24
2/8/18,59,PM2.5,CANNONS LANE,21-111-0067,AQS,6,31,3,19,59,38
2/9/18,56,PM2.5,Fire Arms Training,21-111-1041,AQS,10,29,3,36,56,43
2/10/18,84,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,15,10,1,37,84,38
2/11/18,70,PM2.5,Fire Arms Training,21-111-1041,AQS,6,32,1,19,70,16
2/12/18,39,PM2.5,CANNONS LANE,21-111-0067,AQS,2,32,3,12,39,16
2/13/18,58,PM2.5,Fire Arms Training,21-111-1041,AQS,6,27,3,20,58,32
2/14/18,33,PM2.5,Fire Arms Training,21-111-1041,AQS,7,13,0,13,33,27
2/15/18,26,Ozone,SHEPHERDSVILLE,21-029-0006,AirNow,3,26,6,10,23,21
2/16/18,45,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,3,29,4,13,45,17
2/17/18,42,PM2.5,CANNONS LANE,21-111-0067,AQS,6,22,1,11,42,26
2/18/18,38,PM2.5,CANNONS LANE,21-111-0067,AQS,5,31,1,12,38,27
2/19/18,29,PM2.5,Fire Arms Training,21-111-1041,AQS,5,29,6,18,29,15
2/20/18,33,PM2.5,CANNONS LANE,21-111-0067,AQS,3,31,3,20,33,32
2/21/18,23,Ozone,BUCKNER,21-185-0004,AirNow,3,23,1,5,13,13
2/22/18,21,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,21,1,4,15,18
2/23/18,26,Ozone,SHEPHERDSVILLE,21-029-0006,AirNow,5,26,1,5,17,22
2/24/18,26,Ozone,CANNONS LANE,21-111-0067,AQS,5,26,1,6,19,17
2/25/18,30,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,30,6,7,22,27
2/26/18,42,NO2,Durrett Lane (Near Road),21-111-0075,AQS,7,40,3,13,27,42
2/27/18,47,NO2,Durrett Lane (Near Road),21-111-0075,AQS,9,44,7,19,33,47
2/28/18,36,Ozone,SHEPHERDSVILLE,21-029-0006,AirNow,6,36,1,10,28,31
3/1/18,35,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,35,3,7,14,25
3/2/18,41,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,41,0,9,24,16
3/3/18,40,Ozone,CANNONS LANE,21-111-0067,AQS,5,40,1,12,31,28
3/4/18,41,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,41,3,6,21,36
3/5/18,35,Ozone,BUCKNER,21-185-0004,AQS,5,35,3,11,22,26
3/6/18,42,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,42,6,20,29,29
3/7/18,37,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,37,0,6,22,9
3/8/18,37,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,37,0,9,32,13
3/9/18,53,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,5,40,9,18,53,43
3/10/18,53,PM2.5,Fire Arms Training,21-111-1041,AQS,3,38,0,14,53,30
3/11/18,40,PM2.5,Watson Lane,21-111-0051,AQS,3,38,3,12,40,19
3/12/18,49,PM2.5,CANNONS LANE,21-111-0067,AQS,2,36,0,11,49,16
3/13/18,51,PM2.5,CANNONS LANE,21-111-0067,AQS,8,42,3,13,51,33
3/14/18,39,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,39,4,11,34,39
3/15/18,65,PM2.5,Watson Lane,21-111-0051,AQS,2,64,4,32,65,30
3/16/18,40,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,40,3,15,31,21
3/17/18,47,PM2.5,Fire Arms Training,21-111-1041,AQS,3,30,1,17,47,23
3/18/18,52,PM2.5,Watson Lane,21-111-0051,AQS,2,44,1,18,52,31
3/19/18,41,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,41,3,18,39,30
3/20/18,34,PM2.5,CANNONS LANE,21-111-0067,AQS,2,32,6,9,34,12
3/21/18,44,NO2,Durrett Lane (Near Road),21-111-0075,AQS,6,35,0,8,40,44
3/22/18,47,NO2,Durrett Lane (Near Road),21-111-0075,AQS,9,46,1,13,44,47
3/23/18,54,PM2.5,CANNONS LANE,21-111-0067,AQS,11,48,14,21,54,46
3/24/18,41,Ozone,Carrithers Middle School,21-111-0080,AQS,3,41,1,6,24,15
3/25/18,44,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,44,3,7,24,15
3/26/18,41,Ozone,Carrithers Middle School,21-111-0080,AQS,5,41,3,13,28,33
3/27/18,39,PM2.5,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,37,6,14,39,29
3/28/18,39,PM2.5,CANNONS LANE,21-111-0067,AQS,8,25,1,10,39,34
3/29/18,37,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,37,4,7,19,35
3/30/18,38,Ozone,Watson Lane,21-111-0051,AQS,3,38,1,7,33,28
3/31/18,46,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,7,46,3,19,32,29
4/1/18,36,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,2,36,1,6,30,8
4/2/18,35,PM2.5,CANNONS LANE,21-111-0067,AQS,3,33,0,7,35,20
4/3/18,35,PM2.5,Fire Arms Training,21-111-1041,AQS,5,32,1,17,35,23
4/4/18,40,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,40,0,8,29,14
4/5/18,44,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,7,44,3,14,36,36
4/6/18,45,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,45,4,19,31,42
4/7/18,44,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,44,1,9,36,22
4/8/18,44,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,44,1,11,37,21
4/9/18,44,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,44,3,13,38,28
4/10/18,47,PM2.5,CANNONS LANE,21-111-0067,AQS,3,41,0,15,47,29
4/11/18,52,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,8,44,6,20,52,39
4/12/18,58,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,3,58,11,40,32,26
4/13/18,58,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,58,6,31,52,25
4/14/18,45,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,45,4,14,30,24
4/15/18,33,Ozone,CANNONS LANE,21-111-0067,AQS,3,33,1,6,18,14
4/16/18,35,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,35,1,6,18,8
4/17/18,58,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,58,6,12,26,38
4/18/18,51,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,51,6,25,38,31
4/19/18,47,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,47,0,6,21,25
4/20/18,49,Ozone,Watson Lane,21-111-0051,AQS,5,49,1,12,25,38
4/21/18,64,Ozone,Watson Lane,21-111-0051,AQS,5,64,1,11,28,25
4/22/18,58,Ozone,Watson Lane,21-111-0051,AQS,3,58,4,11,30,17
4/23/18,39,Ozone,Watson Lane,21-111-0051,AQS,5,39,1,8,28,25
4/24/18,32,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,32,0,6,19,26
4/25/18,50,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,50,0,12,33,25
4/26/18,54,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,54,17,15,25,29
4/27/18,67,Ozone,CANNONS LANE,21-111-0067,AQS,8,67,3,33,40,41
4/28/18,44,Ozone,Watson Lane,21-111-0051,AQS,3,44,3,15,26,28
4/29/18,47,Ozone,Watson Lane,21-111-0051,AQS,5,47,0,18,37,37
4/30/18,67,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,10,67,6,32,55,43
5/1/18,90,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,6,90,10,30,39,42
5/2/18,58,PM2.5,CANNONS LANE,21-111-0067,AQS,5,49,11,42,58,40
5/3/18,50,PM2.5,Fire Arms Training,21-111-1041,AQS,5,44,7,31,50,33
5/4/18,52,PM2.5,Watson Lane,21-111-0051,AQS,3,44,9,31,52,26
5/5/18,42,PM2.5,Watson Lane,21-111-0051,AQS,3,37,0,12,42,19
5/6/18,49,Ozone,CANNONS LANE,21-111-0067,AQS,3,49,3,19,44,24
5/7/18,51,Ozone,Watson Lane,21-111-0051,AQS,5,51,1,22,41,23
5/8/18,77,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,77,1,24,50,42
5/9/18,71,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,8,71,9,35,53,38
5/10/18,74,Ozone,CANNONS LANE,21-111-0067,AQS,3,74,4,31,46,53
5/11/18,71,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,71,17,35,56,32
5/12/18,56,PM2.5,Watson Lane,21-111-0051,AQS,5,54,11,29,56,40
5/13/18,62,PM2.5,Fire Arms Training,21-111-1041,AQS,6,47,7,29,62,29
5/14/18,67,Ozone,CANNONS LANE,21-111-0067,AQS,6,67,19,32,64,42
5/15/18,90,Ozone,Carrithers Middle School,21-111-0080,AQS,5,90,14,25,48,33
5/16/18,48,PM2.5,CANNONS LANE,21-111-0067,AQS,5,47,3,20,48,25
5/17/18,55,PM2.5,Fire Arms Training,21-111-1041,AQS,3,40,6,25,55,17
5/18/18,30,PM2.5,Watson Lane,21-111-0051,AQS,5,26,1,13,30,19
5/19/18,44,PM2.5,Watson Lane,21-111-0051,AQS,3,44,6,17,44,30
5/20/18,87,Ozone,CANNONS LANE,21-111-0067,AQS,6,87,7,19,46,29
5/21/18,54,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,54,7,19,40,27
5/22/18,47,PM2.5,Fire Arms Training,21-111-1041,AQS,5,45,7,22,47,30
5/23/18,74,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,3,74,9,19,43,24
5/24/18,84,Ozone,Watson Lane,21-111-0051,AQS,3,84,1,19,37,35
5/25/18,97,Ozone,BUCKNER,21-185-0004,AQS,6,97,9,23,45,38
5/26/18,53,PM2.5,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,48,30,19,53,25
5/27/18,84,Ozone,CANNONS LANE,21-111-0067,AQS,5,84,7,15,42,19
5/28/18,46,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,46,3,17,42,23
5/29/18,27,Ozone,CANNONS LANE,21-111-0067,AQS,5,27,1,7,21,17
5/30/18,31,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,31,6,12,24,22
5/31/18,35,Ozone,Carrithers Middle School,21-111-0080,AQS,6,35,3,.,.,14
6/1/18,48,Ozone,Carrithers Middle School,21-111-0080,AQS,5,48,4,13,36,34
6/2/18,80,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,6,80,1,.,.,31
6/3/18,50,Ozone,CANNONS LANE,21-111-0067,AQS,6,50,1,.,.,28
6/4/18,45,Ozone,CANNONS LANE,21-111-0067,AQS,3,45,3,.,23,23
6/5/18,97,Ozone,CANNONS LANE,21-111-0067,AQS,6,97,10,.,.,31
6/6/18,64,Ozone,Watson Lane,21-111-0051,AQS,3,64,4,.,28,30
6/7/18,108,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,108,4,21,41,32
6/8/18,147,Ozone,CANNONS LANE,21-111-0067,AQS,6,147,7,.,.,37
6/9/18,97,Ozone,CANNONS LANE,21-111-0067,AQS,5,97,16,.,.,22
6/10/18,49,Ozone,CANNONS LANE,21-111-0067,AQS,3,49,4,.,41,27
6/11/18,36,Ozone,Carrithers Middle School,21-111-0080,AQS,5,36,1,.,.,30
6/12/18,41,Ozone,CANNONS LANE,21-111-0067,AQS,5,41,13,19,40,28
6/13/18,60,PM2.5,Watson Lane,21-111-0051,AQS,3,49,13,23,60,28
6/14/18,126,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,2,126,13,20,41,23
6/15/18,136,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,136,23,24,52,34
6/16/18,143,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,143,19,32,60,25
6/17/18,101,Ozone,CANNONS LANE,21-111-0067,AQS,5,101,13,41,62,23
6/18/18,64,Ozone,CANNONS LANE,21-111-0067,AQS,5,64,6,32,58,27
6/19/18,66,PM2.5,Watson Lane,21-111-0051,AQS,3,40,11,44,66,32
6/20/18,58,PM2.5,Watson Lane,21-111-0051,AQS,3,36,3,32,58,25
6/21/18,36,PM2.5,Watson Lane,21-111-0051,AQS,3,23,4,15,36,23
6/22/18,34,Ozone,CANNONS LANE,21-111-0067,AQS,5,34,6,12,28,29
6/23/18,41,PM2.5,Watson Lane,21-111-0051,AQS,3,40,34,16,41,28
6/24/18,44,PM2.5,Watson Lane,21-111-0051,AQS,6,44,3,19,44,24
6/25/18,31,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,5,30,1,12,31,24
6/26/18,33,Ozone,CANNONS LANE,21-111-0067,AQS,5,33,4,13,22,26
6/27/18,44,Ozone,CANNONS LANE,21-111-0067,AQS,3,44,3,23,38,28
6/28/18,105,Ozone,Watson Lane,21-111-0051,AQS,5,105,3,19,48,23
6/29/18,50,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,50,14,19,44,26
6/30/18,51,PM2.5,Watson Lane,21-111-0051,AQS,5,51,49,21,51,20
7/1/18,54,PM2.5,Watson Lane,21-111-0051,AQS,5,44,4,31,54,18
7/2/18,52,PM2.5,Fire Arms Training,21-111-1041,AQS,5,50,9,22,52,25
7/3/18,44,PM2.5,Watson Lane,21-111-0051,AQS,5,35,3,18,44,19
7/4/18,92,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,3,44,3,31,92,16
7/5/18,83,PM2.5,Watson Lane,21-111-0051,AQS,5,48,3,39,83,23
7/6/18,44,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,2,44,3,19,34,8
7/7/18,54,PM2.5,Watson Lane,21-111-0051,AQS,2,54,3,23,54,9
7/8/18,49,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AirNow,3,49,6,18,44,19
7/9/18,44,Ozone,CANNONS LANE,21-111-0067,AirNow,5,44,6,25,43,26
7/10/18,64,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,3,64,9,30,55,27
7/11/18,97,Ozone,Watson Lane,21-111-0051,AQS,2,97,3,29,56,15
7/12/18,93,Ozone,Watson Lane,21-111-0051,AQS,3,93,7,29,61,29
7/13/18,166,Ozone,Watson Lane,21-111-0051,AQS,3,166,24,37,64,31
7/14/18,156,Ozone,CANNONS LANE,21-111-0067,AQS,6,156,16,40,73,26
7/15/18,53,PM2.5,Watson Lane,21-111-0051,AQS,5,44,6,25,53,25
7/16/18,44,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,5,39,6,22,44,33
7/17/18,58,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,2,58,6,23,40,18
7/18/18,51,Ozone,Carrithers Middle School,21-111-0080,AQS,3,51,3,14,26,31
7/19/18,71,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,71,1,19,40,28
7/20/18,48,PM2.5,Watson Lane,21-111-0051,AQS,5,48,7,26,48,27
7/21/18,40,Ozone,CANNONS LANE,21-111-0067,AQS,3,40,4,13,33,23
7/22/18,34,Ozone,CANNONS LANE,21-111-0067,AQS,2,34,1,9,27,7
7/23/18,44,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,3,44,3,15,42,20
7/24/18,68,PM2.5,Fire Arms Training,21-111-1041,AQS,6,41,1,29,68,21
7/25/18,63,PM2.5,Watson Lane,21-111-0051,AQS,7,50,1,29,63,25
7/26/18,71,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,71,19,26,50,26
7/27/18,37,Ozone,Watson Lane,21-111-0051,AQS,2,37,1,18,32,24
7/28/18,44,Ozone,Carrithers Middle School,21-111-0080,AQS,3,44,3,16,32,21
7/29/18,49,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,49,10,19,40,25
7/30/18,55,PM2.5,Watson Lane,21-111-0051,AQS,3,34,1,20,55,29
7/31/18,44,Ozone,CANNONS LANE,21-111-0067,AQS,3,44,9,11,28,22
8/1/18,44,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,6,44,3,16,38,29
8/2/18,80,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,80,4,17,54,31
8/3/18,77,Ozone,CANNONS LANE,21-111-0067,AQS,7,77,7,18,52,33
8/4/18,80,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,7,80,6,23,54,32
8/5/18,67,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,7,67,6,18,46,25
8/6/18,46,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,5,42,16,19,46,27
8/7/18,52,PM2.5,Fire Arms Training,21-111-1041,AQS,5,44,10,19,52,30
8/8/18,47,PM2.5,Fire Arms Training,21-111-1041,AQS,5,45,7,16,47,30
8/9/18,49,Ozone,CANNONS LANE,21-111-0067,AQS,5,49,11,19,45,31
8/10/18,108,Ozone,CANNONS LANE,21-111-0067,AQS,7,108,14,24,56,39
8/11/18,65,PM2.5,Fire Arms Training,21-111-1041,AQS,6,51,7,25,65,42
8/12/18,58,PM2.5,Watson Lane,21-111-0051,AQS,3,44,4,19,58,22
8/13/18,57,PM2.5,Watson Lane,21-111-0051,AQS,7,49,19,21,57,37
8/14/18,84,Ozone,Carrithers Middle School,21-111-0080,AQS,6,84,7,34,64,33
8/15/18,72,PM2.5,Fire Arms Training,21-111-1041,AQS,6,25,7,38,72,39
8/16/18,52,PM2.5,Watson Lane,21-111-0051,AQS,5,31,3,18,52,23
8/17/18,51,PM2.5,Watson Lane,21-111-0051,AQS,3,41,6,18,51,29
8/18/18,48,PM2.5,Watson Lane,21-111-0051,AQS,5,44,6,15,48,28
8/19/18,50,Ozone,CANNONS LANE,21-111-0067,AQS,3,50,4,14,48,17
8/20/18,37,PM2.5,Watson Lane,21-111-0051,AQS,5,34,4,14,37,24
8/21/18,34,Ozone,CANNONS LANE,21-111-0067,AQS,5,34,7,13,31,30
8/22/18,62,PM2.5,Watson Lane,21-111-0051,AQS,5,35,1,22,62,26
8/23/18,54,Ozone,Watson Lane,21-111-0051,AQS,5,54,3,22,52,28
8/24/18,54,PM2.5,Fire Arms Training,21-111-1041,AQS,6,41,3,24,54,25
8/25/18,67,PM2.5,Fire Arms Training,21-111-1041,AQS,6,45,3,29,67,20
8/26/18,69,PM2.5,Watson Lane,21-111-0051,AQS,6,47,16,27,69,31
8/27/18,62,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,6,50,11,29,62,35
8/28/18,54,PM2.5,Fire Arms Training,21-111-1041,AQS,6,42,26,25,54,30
8/29/18,38,PM2.5,Fire Arms Training,21-111-1041,AQS,5,36,14,19,38,25
8/30/18,49,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,2,49,4,20,40,19
8/31/18,37,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,37,3,15,35,25
9/1/18,31,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,31,9,11,22,16
9/2/18,36,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,36,3,11,28,11
9/3/18,36,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,36,3,15,34,17
9/4/18,54,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,54,4,14,31,27
9/5/18,45,PM2.5,Fire Arms Training,21-111-1041,AQS,6,43,6,21,45,27
9/6/18,39,PM2.5,Fire Arms Training,21-111-1041,AQS,5,31,3,17,39,23
9/7/18,41,Ozone,CANNONS LANE,21-111-0067,AQS,3,41,11,11,34,24
9/8/18,24,PM2.5,Watson Lane,21-111-0051,AQS,2,20,1,8,24,11
9/9/18,16,Ozone,Watson Lane,21-111-0051,AQS,2,16,1,6,11,5
9/10/18,19,Ozone,Watson Lane,21-111-0051,AQS,5,19,1,9,18,19
9/11/18,29,PM2.5,Fire Arms Training,21-111-1041,AQS,5,23,3,13,29,15
9/12/18,39,Ozone,Watson Lane,21-111-0051,AQS,3,39,3,14,36,13
9/13/18,77,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,77,9,19,45,30
9/14/18,101,Ozone,Carrithers Middle School,21-111-0080,AQS,5,101,7,22,56,21
9/15/18,50,PM2.5,Watson Lane,21-111-0051,AQS,3,35,3,17,50,10
9/16/18,30,PM2.5,Watson Lane,21-111-0051,AQS,2,20,3,12,30,11
9/17/18,24,Ozone,CANNONS LANE,21-111-0067,AQS,3,24,3,11,22,24
9/18/18,51,Ozone,CANNONS LANE,21-111-0067,AQS,6,51,3,25,41,34
9/19/18,56,PM2.5,Watson Lane,21-111-0051,AQS,8,54,4,34,56,39
9/20/18,61,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,61,6,28,56,28
9/21/18,54,PM2.5,Fire Arms Training,21-111-1041,AQS,5,42,11,31,54,27
9/22/18,24,PM2.5,Fire Arms Training,21-111-1041,AQS,5,24,1,10,24,8
9/23/18,22,Ozone,BUCKNER,21-185-0004,AQS,3,22,1,5,18,11
9/24/18,25,PM2.5,Fire Arms Training,21-111-1041,AQS,5,20,1,6,25,20
9/25/18,25,NO2,Durrett Lane (Near Road),21-111-0075,AQS,5,24,1,11,20,25
9/26/18,30,NO2,Durrett Lane (Near Road),21-111-0075,AQS,3,25,1,14,26,30
9/27/18,23,PM2.5,Watson Lane,21-111-0051,AQS,3,18,3,12,23,19
9/28/18,43,PM2.5,Fire Arms Training,21-111-1041,AQS,8,30,3,14,43,32
9/29/18,42,Ozone,Watson Lane,21-111-0051,AQS,9,42,3,17,39,25
9/30/18,43,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,8,43,6,12,40,32
10/1/18,40,PM2.5,Fire Arms Training,21-111-1041,AirNow,10,35,1,.,40,.
10/2/18,42,PM2.5,Fire Arms Training,21-111-1041,AirNow,.,35,1,.,42,.
10/3/18,38,PM2.5,Fire Arms Training,21-111-1041,AirNow,.,33,1,.,38,.
10/4/18,45,PM2.5,Fire Arms Training,21-111-1041,AirNow,.,35,1,.,45,.
10/5/18,38,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,.,38,1,19,37,.
10/6/18,45,PM2.5,Fire Arms Training,21-111-1041,AirNow,.,38,1,.,45,.
10/7/18,56,PM2.5,CANNONS LANE,21-111-0067,AirNow,.,44,1,.,56,.
10/8/18,54,PM2.5,Fire Arms Training,21-111-1041,AirNow,.,38,1,.,54,.
10/9/18,35,PM2.5,Fire Arms Training,21-111-1041,AirNow,.,35,1,.,35,.
10/10/18,24,Ozone,CANNONS LANE,21-111-0067,AirNow,.,24,3,.,23,.
10/11/18,24,Ozone,Watson Lane,21-111-0051,AirNow,.,24,1,8,20,.
